Provider_ID,SSPS,License_ID,License_Cert,Authority,Name,License_Starts,License_Expires,Phone,Email,Capacity,Ages,AgeFromMonths,AgeToMonths,EarlyAchieversStatus,Addr1,Addr2,Addr3,City,State,Zip,County,ServiceArea,Latitude,Longitude
700711,367823,901664,Licensed,DEL,KinderCare Learning Center 301696,10/10/2012,,2538744251,301696@klcorp.com,139,1 month to 12 years,1,144,Level 3,34110 Hoyt Rd SW,,,Federal Way,WA,98023,King,Region 4 South King Co,47.295775,-122.381354
241917,856330,756882,Licensed,DEL,KinderCare Learning Center LLC #1610,12/11/2000,,3605718389,301610@klcorp.com,173,1 month to 12 years,1,144,Level 2,13315 NE 12TH AVE,,,VANCOUVER,WA,98685,Clark,Region 3 Southwest,45.716847,-122.65869
681923,603615,1000661,Licensed,DEL,KinderCare Learning Center LLC #300851,6/4/2012,,2538481907,300851@klcorp.com,95,1 month to 12 years 11 months,1,155,"Participating, not yet rated",123 31st Avenue SE,,,Puyallup,WA,98374,Pierce,Region 3 Southwest,47.162474,-122.292127
681936,594557,1025692,Licensed,DEL,KinderCare Learning Center LLC #300911,6/8/2012,,2535651671,300911@KLCORP.COM,124,1 month to 6 years,1,72,Level 3,635 SOUTH MILDRED,,,Tacoma,WA,98465,Pierce,Region 3 Southwest,47.254077,-122.525811
681916,463322,763696,Licensed,DEL,KinderCare Learning Center LLC #300921,6/4/2012,,3606923083,300921@klcorp.com,92,1 month to 6 years,1,72,Level 3,7597 Concord Lane NE,,,Bremerton,WA,98311,Kitsap,Region 3 Southwest,47.63258,-122.62842
683950,472506,727759,Licensed,DEL,Kindercare Learning Center LLC #301031,6/13/2012,,5099668557,bboyd@klcorp.com,164,1 month to 13 years,1,156,"Participating, not yet rated",5110 Summitview Ave,,,Yakima,WA,98908,Yakima,Region 2 Northwest,46.5997607,-120.5769269
681938,474166,719656,Licensed,DEL,KinderCare Learning Center LLC #301257,6/11/2012,,2534745295,301257@klcorp.com,119,1 month to 12 years,1,144,Level 3,"Kindercare LC, LLC#1257",5424 Orchard Street West,Courtney Cariveau,University Place,WA,98467,Pierce,Region 3 Southwest,47.2075916,-122.5055387
681919,547229,840847,Licensed,DEL,KinderCare Learning Center LLC #301336,6/4/2012,,2538511777,301336@klcorp.com,116,1 month to 12 years 11 months,1,155,Level 3,3811 Grandview Street,,,Gig Harbor,WA,98335,Pierce,Region 3 Southwest,47.323777,-122.590059
681939,866566,727745,Licensed,DEL,KinderCare Learning Center LLC #301375,6/29/2012,,2538632332,301375@klcorp.com,112,1 month to 12 years,1,144,Level 3,"Kindercare LC, LLC#1375",9010 Main Street East,Jennifer F. Scott,Bonney Lake,WA,98391,Pierce,Region 3 Southwest,47.1748036,-122.1830477
131695,861529,901692,Licensed,DEL,KinderCare Learning Center LLC #850,1/12/1993,,3602542871,milee@klcorp.com,100,1 month to 12 years 11 months,1,155,Level 3,400 SE 120TH AVENUE,,,VANCOUVER,WA,98683,Clark,Region 3 Southwest,45.618603,-122.549814
700722,552014,943780,Licensed,DEL,KinderCare Learning Center LLC 1479,7/24/2012,,2538405686,301479@klcorp.com,180,1 month to 13 years,1,156,Level 3,10221 152nd Street E,,,Puyallup,WA,98374,Pierce,Region 3 Southwest,47.1189279,-122.291335
250627,211262,884661,Licensed,DEL,KinderCare Learning Center LLC 1698,8/27/2001,,3608821037,mnicolas@klcorp.com,167,1 month to 12 years 11 months,1,155,Level 3,7715 NE 119TH PLACE,,,VANCOUVER,WA,98682,Clark,Region 3 Southwest,45.679236,-122.550429
702744,520570,898676,Licensed,DEL,Kindercare Learning Center LLC 301491,8/2/2012,,5093751338,kackerman@klcorp.com,160,1 month to 13 years,1,156,"Participating, not yet rated",2995 Einstein Ave,,,Richland,WA,99354,Benton,Region 1 Eastern,46.3330946,-119.2797778
740982,235584,845735,Licensed,DEL,KinderCare Learning Centers LLC #301305,1/26/2013,,3606983516,301305@klcorp.com,102,1 month to 7 years,1,84,Level 3,3500 Randall Way NW,,,Silverdale,WA,98383,Kitsap,Region 3 Southwest,47.656172,-122.696084
694674,191769,1030665,Licensed,DEL,Kindercare Learning Centers LLC 300898,8/23/2011,,4254887383,300898@klcorp.com,85,1 month to 6 years,1,72,"Participating, not yet rated",15816 116th NE,,,Bothell,WA,98011,King,Region 2 Northwest,47.742764,-122.184097
128858,184935,721804,Licensed,DEL,Kindercare Learning Centers LLC 300903,11/15/1991,,4256444686,300903@klcorp.com,122,1 month to 6 years,1,72,Level 3,2060 152ND AVE NE,,,REDMOND,WA,98052,King,Region 2 Northwest,47.6288161,-122.1377101
789079,351338,646684,Licensed,DEL,Kindercare Learning Centers LLC 300946,10/31/2013,,4257474267,300946@klcorp.com,142,1 month to 6 years,1,72,Level 2,12415 SE 41st Place,,,Bellevue,WA,98006,King,Region 2 Northwest,47.5717659,-122.173826
856242,525832,1028718,Licensed,DEL,Kindercare Learning Centers LLC 301024,8/5/2014,,4258283583,301024@klcorp.com,119,1 month to 13 years,1,156,"Participating, not yet rated",11404 Slater Ave NE,,,Kirkland,WA,98033,King,Region 2 Northwest,47.7021328,-122.1765343
129081,9627,857679,Licensed,DEL,Kindercare Learning Centers LLC 301053,10/8/1992,,4258852377,301053@klcorp.com,114,1 month to 6 years,1,72,Level 2,15202 REDMOND WAY,,,REDMOND,WA,98052,King,Region 2 Northwest,47.6751558,-122.1388131
694679,142532,1014675,Licensed,DEL,Kindercare Learning Centers LLC 301162,8/21/2011,,4256432917,301162@KLCorp.com,124,1 month to 6 years 6 months,1,78,Level 3,4341 W LK SAMMAMISH PKWY,,,Issaquah,WA,98027,King,Region 2 Northwest,47.5675992,-122.0986586
698692,454785,714679,Licensed,DEL,Kindercare Learning Centers LLC 301240,1/1/2013,,4258692084,301240@klcorp.com,110,1 month to 6 years,1,72,Level 3,6534 E Lake Sammamish Pkwy,,,Redmond,WA,98052,King,Region 2 Northwest,47.664173,-122.099059
842216,206877,943849,Licensed,DEL,Kindercare Learning Centers LLC 301617,5/24/2014,,4254815551,301617@KLCorp.com,139,1 month to 13 years,1,156,Level 3,13851 NE 171st St.,,,Woodinville,WA,98072,King,Region 2 Northwest,47.751754,-122.153958
230174,861094,655664,Licensed,DEL,Kindercare Learning Centers LLC 301631,3/20/2000,,4258938888,gmirza@klcorp.com,169,1 month to 13 years,1,156,"Participating, not yet rated",10733 NORTHUP WAY,,,BELLEVUE,WA,98004,King,Region 2 Northwest,47.641241,-122.197255
692669,521204,1000695,Licensed,DEL,Kindercare Learning Centers LLC 301812,8/8/2011,,4258375340,301812@klcorp.com,126,1 month to 6 years,1,72,Level 3,22931 NE 4th Street,,,Sammamish,WA,98074,King,Region 2 Northwest,47.6129941,-122.0331171
301842,655287,815895,Licensed,DEL,KINDERCARE LRN CTR 343,5/1/2006,,3605749001,dniskanen@klcorp.com,98,1 month to 12 years 11 months,1,155,Level 3,10021 NE HAZEL DELL AVENUE,,,VANCOUVER,WA,98685,Clark,Region 3 Southwest,45.694228,-122.6679
301834,655265,668908,Licensed,DEL,KINDERCARE LRN CTR 457,4/21/2006,,3602548583,kaross@klcorp.com,101,12 months to 12 years,12,144,Level 3,622 SE 117TH AVE,,,VANCOUVER,WA,98683,Clark,Region 3 Southwest,45.616461,-122.552398
729938,792886,721735,Licensed,DEL,KinderCare Spokane 1266,8/30/2012,,5095342319,301266@klcorp.com,121,1 month to 13 years,1,156,"Participating, not yet rated",3201 E 26th Ave,,,Spokane,WA,99223,Spokane,Region 1 Eastern,47.631461,-117.362736
650059,574101,678684,Licensed,DEL,KinderCare Spokane 1612,5/23/2009,,5094651600,301612@klcorp.com,173,1 month to 13 years,1,156,"Participating, not yet rated",1625 E Farwell Rd,,,Spokane,WA,99208,Spokane,Region 1 Eastern,47.7729019,-117.385662
650057,833494,894754,Licensed,DEL,KinderCare Spokane 830,1/3/2011,,5099283184,terwhite@klcorp.com,100,1 month to 13 years,1,156,"Participating, not yet rated",422 N Mullan Road,,,Spokane Valley,WA,99206,Spokane,Region 1 Eastern,47.661329,-117.281043
650063,21544,920693,Licensed,DEL,KinderCare Spokane 863,4/12/2011,,5099265551,lgeib@klcorp.com,100,1 month to 13 years,1,156,"Participating, not yet rated",205 S Sullivan Rd,,,Spokane Valley,WA,99037,Spokane,Region 1 Eastern,47.655025,-117.196063
235938,592304,722722,Licensed,DEL,Kinderland ACAD LG,8/29/2000,,3605751234,kinderlandlongview@gmail.com,65,11 months to 12 years 11 months,11,155,Level 3,1157 COMMERCE,,,LONGVIEW,WA,98632,Cowlitz,Region 3 Southwest,46.135101,-122.935584
251856,204474,849679,Licensed,DEL,KINDERLAND INFANT & TODDLER CNT,9/13/2001,,3605751234,kinderlandlongview@gmail.com,22,1 month to 2 years 6 months,1,30,Level 3,1225 17TH AVENUE,,,LONGVIEW,WA,98632,Cowlitz,Region 3 Southwest,46.1370131,-122.9400691
282593,215376,645719,Licensed,DEL,KINDERLAND LA CENTER,6/2/2004,,3602637529,brennankt@msn.com,49,12 months to 12 years,12,144,Level 3,910 NW PACIFIC HWY,,,La Center,WA,98629,Clark,Region 3 Southwest,45.865558,-122.674939
277940,94141,645721,Licensed,DEL,KINDERLAND WOODLAND,1/27/2004,,3602251800,brennankt@msn.com,64,1 month to 12 years,1,144,Level 3,1912 BELMONT LOOP,,,WOODLAND,WA,98674,Cowlitz,Region 3 Southwest,45.926331,-122.752273
785225,948485,721655,Licensed,DEL,Kings Preschool,10/8/2014,,2065467263,jscanzon@kingsschools.org,84,12 months to 5 years,12,60,Not Enrolled,19312 Greenwood Ave N,,,Shoreline,WA,98133,King,Region 2 Northwest,47.7687847,-122.355762
1262187,87833,1004668,Licensed,DEL,Kings Preschool Annex,10/2/2017,3/30/2018,2065467263,jscanzon@kingsschools.org,20,2 years 6 months to 6 years,30,72,Not Participating,19308 CRISTA LN N,,,Shoreline,WA,98133,King,Region 2 Northwest,47.7672482,-122.3534717
131692,333861,837680,Licensed,DEL,Kings Way Learning Center,7/5/1992,,3605741614,learningcenter@kwcs.org,195,12 months to 12 years 11 months,12,155,Level 3,3300 NE 78TH STREET,,,VANCOUVER,WA,98665,Clark,Region 3 Southwest,45.681563,-122.63756
654951,32927,894777,Licensed,DEL,Kingston's Central Valley Child Care,3/20/2012,,3602978020,mollyaa@msn.com,32,12 months to 12 years 11 months,12,155,Level 3,11026 NE Oregon Ave,,,Kingston,WA,98346,Kitsap,Region 3 Southwest,47.7998138,-122.5003426
5308,141180,897724,Licensed,DEL,KIRKLAND CHILDRENS SCHOOL,7/19/1993,,4258225664,tiffany@kirklandschool.com,177,12 months to 11 years,12,132,Not Enrolled,5311 108TH AVE NE,,,KIRKLAND,WA,98033,King,Region 2 Northwest,47.655968,-122.196772
8157,223838,775732,Licensed,DEL,Kitsap Child Care & Preschool,1/14/1989,,3603734862,kitsapchildcare@gmail.com,50,12 months to 8 years,12,96,Level 3,1198 Elizabeth Avenue,,,Bremerton,WA,98337,Kitsap,Region 3 Southwest,47.572508,-122.630907
733903,410881,910673,Licensed,DEL,KLA School of Bellevue,4/19/2013,,4257474861,klabellevue@gmail.com,99,3 months to 6 years,3,72,Level 3,Bright Mind School Inc,"14508 NE 20th St., Ste. 100",,Bellevue,WA,98007,King,Region 2 Northwest,47.6288216,-122.146422
236721,628799,719659,Licensed,DEL,KNOWLEDGE BEGINNINGS,8/14/2000,,3609448990,070880@klcorp.com,196,1 month to 12 years,1,144,Level 3,2907 SE 162 ND AVE,,,VANCOUVER,WA,98683,Clark,Region 3 Southwest,45.599291,-122.505311
68955,761774,840778,Licensed,DEL,Knowledge Kollege Daycare Center,8/3/1995,,2534751774,kkollege06@hotmail.com,56,1 month to 12 years 11 months,1,155,Level 3,4818 PORTLAND AVENUE,,,TACOMA,WA,98404,Pierce,Region 3 Southwest,47.212585,-122.408892
164699,205207,780708,Licensed,DEL,Kountry Kids Day Care,2/23/1995,,5096624596,trishscott415@gmail.com,12,12 months to 13 years,12,156,Not Enrolled,226 W Peter,,,Wenatchee,WA,98801,Chelan,Region 2 Northwest,48.0178506,-118.942634
1168318,37772,910849,Licensed,DEL,Kre 8 tive Kidz,5/5/2017,11/3/2017,2062484301,ccabiyaruiz@gmail.com,155,1 month to 12 years,1,144,"Participating, not yet rated",17855 1ST AVE S,,,Normandy Park,WA,98148,King,Region 4 South King Co,47.4429267,-122.3342483
783021,360311,884736,Licensed,DEL,Kre-8-tive Kidz International Academy LLC,11/20/2013,,2062435438,ccabiyaruiz@kre-8-kidz-academy.com,58,1 month to 12 years 11 months,1,155,Level 3,15525 1st Ave S Ste #8,,,Burien,WA,98148,King,Region 4 South King Co,47.4634747,-122.3344916
149298,770118,1072774,Licensed,DEL,Kreative Kidz C,12/6/1993,,2535364744,kreativekidz@comcast.net,64,1 month to 12 years 11 months,1,155,Level 3,14215 PACIFIC AVE,,,TACOMA,WA,98444,Pierce,Region 3 Southwest,47.127535,-122.434361
178750,770109,1009692,Licensed,DEL,Kreative Kidz O,8/23/1996,,2534745731,kreativekidz@comcast.net,37,12 months to 8 years,12,96,Level 3,Kreative Kidz O,7601 CUSTER RD,Mary H. Gonzales,LAKEWOOD,WA,98499,Pierce,Region 3 Southwest,47.1882841,-122.5140881
956217,785767,786702,Licensed,DEL,KU Champions LLC at Jason Lee,8/20/2015,,5093961301,jfunfar@klcorp.com,45,3 years to 13 years,36,156,"Participating, not yet rated",1702 Van Giesen,,,Richland,WA,99354,Benton,Region 1 Eastern,46.2933356,-119.2934506
407985,513040,844682,Licensed,DEL,La Escuelita Bilingual School at Genesee Plaza,8/13/2009,,2067232906,teresa@laescuelitaschools.com,145,12 months to 6 years,12,72,"Participating, not yet rated",LaEscuelita @Genessee Plaza,3605 S. Genessee ST.,,Seattle,WA,98118,King,Region 4 South King Co,47.563878,-122.2868253
12024,842721,910971,Licensed,DEL,La Escuelita Bilinqual SC,3/29/1993,,2065232437,marisol@laescuelitaschools.com,216,1 month to 6 years,1,72,"Participating, not yet rated",7107 Woodlawn Ave NE STE 100,,,Seattle,WA,98115,King,Region 4 South King Co,47.680002,-122.324947
5195,136912,970719,Licensed,DEL,LA PETITE - REDMOND,6/22/1993,,4258671998,lpawar@lpacorp.com,127,1 month to 13 years,1,156,Not Enrolled,8675 161ST AVE NE,,,REDMOND,WA,98052,King,Region 2 Northwest,47.6795,-122.126553
132313,750070,1029688,Licensed,DEL,LA PETITE - SAMMAMISH,8/1/1993,,4258685895,lpawr@lpacorp.com,131,1 month to 13 years,1,156,"Participating, not yet rated",410 228TH AVE NE,,,SAMMAMISH,WA,98074,King,Region 2 Northwest,47.613505,-122.033144
127768,594829,811660,Licensed,DEL,LA PETITE 11440,4/24/1992,,4258210907,7323@lapetite.com,118,1 month to 13 years,1,156,Level 2,11440 NE 116TH ST,,,KIRKLAND,WA,98034,King,Region 2 Northwest,47.704324,-122.187431
131744,532114,795729,Licensed,DEL,LA PETITE ACADEMY,2/27/1992,,4257782864,lpawapp@lpacorp.com,125,1 month to 13 years,1,156,Level 3,20415 POPLAR WAY,,,Lynnwood,WA,98036,Snohomish,Region 2 Northwest,47.813252,-122.278321
598922,46268,872698,Licensed,DEL,La Petite Academy #7311,4/12/2011,,2536308675,lpawac@lpacorp.com,125,1 month to 12 years,1,144,Level 3,17214 SE 275th St,,,Covington,WA,98042,King,Region 4 South King Co,47.3559709,-122.111921
597052,595103,904677,Licensed,DEL,LA PETITE ACADEMY #7312,2/17/2011,,2538380819,ssteele@lapetite.com,119,1 month to 12 years 11 months,1,155,Level 3,508 S 348TH ST,,,Federal Way,WA,98003,King,Region 4 South King Co,47.290434,-122.327732
598925,976845,755711,Licensed,DEL,La Petite Academy #7313,3/7/2011,,2536301541,lpawak@lpacorp.com,140,12 months to 12 years,12,144,Level 2,24037 132nd Ave SE,,,Kent,WA,98042,King,Region 4 South King Co,47.3858839,-122.1654176
597050,46304,1010657,Licensed,DEL,LA PETITE ACADEMY #7316,2/17/2011,,2535293070,nroybal@lapetite.com,135,1 month to 12 years 11 months,1,155,Level 3,31906 6th Ave S,,,Federal Way,WA,98003,King,Region 4 South King Co,47.31588,-122.326464
278806,133595,783682,Licensed,DEL,La Petite Academy III,2/14/1992,,2539526607,lpawamm@lpacorp.com,103,1 month to 12 years,1,144,Level 3,2800 MILTON WAY SUITE 16,,,MILTON,WA,98354,Pierce,Region 3 Southwest,47.250951,-122.295856
167290,292119,830667,Licensed,DEL,LA PETITE ACADEMY MILL CREEK,1/19/1990,,4253381651,7322@lapetite.com,123,1 month to 13 years,1,156,Level 3,13231 BOTHELL-EVERETT HWY,,,Mill Creek,WA,98012,Snohomish,Region 2 Northwest,47.876952,-122.209642
131738,90499,910913,Licensed,DEL,LA PETITE ACADEMY MUKILTEO,12/21/1993,,4253474267,lgartland@lapetite.com,126,1 month to 13 years,1,156,Level 2,12918 MUKILTEO SPEEDWAY,,,Lynnwood,WA,98087,Snohomish,Region 2 Northwest,47.879501,-122.2779909
172190,457766,780705,Licensed,DEL,LA PETITE EARLY LEARNING CENTER LLC,1/15/1996,,5094528648,admin@lapetiteelc.com,70,12 months to 13 years,12,156,Level 3,1216 S 24TH AVE,,,YAKIMA,WA,98902,Yakima,Region 2 Northwest,46.582476,-120.54126
221881,303727,1028774,Licensed,DEL,LACEY CHILD/FAMILY 36-60 MON,10/8/1999,,3604075331,bblankenship@esd113.k12.wa.us,68,12 months to 5 years 11 months,12,71,Level 4,4540 CORPORATE CENTER DR SE,,,OLYMPIA,WA,98503,Thurston,Region 3 Southwest,46.998356,-122.829433
816104,503811,943794,Licensed,DEL,Lagarllito's Garden Bilingual Spanish School,5/29/2014,,4256570338,lagarllito@comcast.net,24,2 years 6 months to 13 years,30,156,"Participating, not yet rated",295 NW Alder Ct,,,Issaquah,WA,98027,King,Region 2 Northwest,47.5312948,-122.0416761
487975,508790,825657,Licensed,DEL,LAKE FOREST PARK MONTESSORI,3/8/2010,,2063674404,Erin.kautz@nlcinc.com,190,1 month to 11 years,1,132,Not Enrolled,19935 19TH AVE NE,,,Seattle,WA,98155,King,Region 2 Northwest,47.7736341,-122.3093042
175595,728856,596795,Licensed,DEL,LAKE FOREST PARK WHIZZ KIDS,8/23/1996,,2063626519,lfpdirector@whizzkidsacademy.com,60,12 months to 6 years,12,72,Level 3,LAKE FOREST PARK WHIZZ KIDS,18512 BALLINGER WAY NORTHEAST,,Seattle,WA,98155,King,Region 2 Northwest,47.7632106,-122.2921768
1188267,62797,930752,Licensed,DEL,Lake Hills Early Learning - BSD,7/21/2017,1/18/2018,4254565313,elp@bsd405.org,20,3 years to 5 years,36,60,"Participating, not yet rated",14310 SE 12th ST,,,Bellevue,WA,98007,King,Region 2 Northwest,47.600419,-122.1487891
22642,490518,848668,Licensed,DEL,LAKE STEVENS CHRISTIAN ACADEMY & DAYCARE,9/19/1992,,4253343700,cclsag@comcast.net,100,1 month to 13 years,1,156,"Participating, not yet rated",9805 31ST PLACE NE,,,LAKE STEVENS,WA,98258,Snohomish,Region 2 Northwest,48.024515,-122.09915
4709,662926,998720,Licensed,DEL,LAKE STEVENS DAY CARE,3/19/1989,,4253341390,smyley3626@msn.com,34,12 months to 13 years,12,156,"Participating, not yet rated",8730 11TH ST NE,,,LAKE STEVENS,WA,98258,Snohomish,Region 2 Northwest,48.006364,-122.112301
260940,833079,1037652,Licensed,DEL,Lake Tapps Montessori,9/30/2002,,2538626556,laketappsmontessori@gmail.com,55,2 years 6 months to 11 years 11 months,30,143,"Participating, not yet rated",Lake Tapps Montessori,4118 West Tapps Drive,Cynthia J. Mitchell,Bonney Lake,WA,98391,Pierce,Region 3 Southwest,47.219028,-122.1935287
697683,372543,867729,Licensed,DEL,Lake Washington Institute of Technology,7/10/2012,,4257398117,heather.wildes@lwtech.edu,74,12 months to 7 years,12,84,Level 3,Early Learning Center,11605 132nd Ave NE,,Kirkland,WA,98034,King,Region 2 Northwest,47.704691,-122.1670273
232423,883500,910792,Licensed,DEL,LAKEMONT ACADEMY,4/10/2000,,4255648200,301667@klcorp.com,119,18 months to 13 years,18,156,Level 3,5015 LAKEMONT BLVD SE,,,BELLEVUE,WA,98006,King,Region 2 Northwest,47.556851,-122.120006
638976,999875,721716,Licensed,DEL,LAKESHORE MONTESSORI SCHOOL,1/6/2012,,3605734103,Lakeshoremontessori01@gmail.com,40,2 years 6 months to 6 years 11 months,30,83,Level 3,4803 NE 15TH AVE,,,Vancouver,WA,98663,Clark,Region 3 Southwest,45.655978,-122.655392
262256,819558,1011678,Licensed,DEL,LAKESIDE MONTESSORI AT PINE LAKE,9/25/2002,,4253929400,office@lakesidemontessori.com,120,2 years 5 months to 6 years,29,72,Not Enrolled,PINE LAKE CAMPUS,3520 ISSAQUAH-PINE LAKE RD SE,,ISSAQUAH,WA,98029,King,Region 2 Northwest,47.5784374,-122.0258579
283878,725748,901669,Licensed,DEL,LAKESIDE MONTESSORI AT THE HIGHLANDS,1/7/2005,,4253941000,highlands@lakesidemontessori.com,60,2 years 6 months to 6 years,30,72,Not Enrolled,2001 15TH AVE NE,,,ISSAQUAH,WA,98029,King,Region 2 Northwest,47.549105,-122.009212
680946,952817,721777,Licensed,DEL,LAKESIDE MONTESSORI SCHOOL II,10/1/2012,,4253920100,office@lakesidemontessori.com,20,2 years 6 months to 6 years,30,72,Not Enrolled,3522 Issaquah Pine Lake Rd SE,,,Issaquah,WA,98029,King,Region 2 Northwest,47.578269,-122.0258
196973,239284,800750,Licensed,DEL,Lakeview Day Care Center,4/9/1998,,3604590868,jaiguru@comcast.net,55,12 months to 12 years 11 months,12,155,Level 3,4640 RUDDELL ROAD SE,,,LACEY,WA,98513,Thurston,Region 3 Southwest,47.005541,-122.806287
525007,804511,867724,Licensed,DEL,LAKEVIEW MONTESSORI SCHOOL,9/20/2010,,4258890900,jayme@lakeviewmontessorischool.com,117,2 years 6 months to 7 years,30,84,Not Enrolled,420 6th Street S,,,Kirkland,WA,98033,King,Region 2 Northwest,47.672354,-122.195569
256227,420670,911713,Licensed,DEL,Lambs of Faith,3/5/2002,,2535372696,office@faith-wels.org,25,3 years to 12 years 11 months,36,155,Not Enrolled,119 S 96th Street,,,Tacoma,WA,98444,Pierce,Region 3 Southwest,47.170122,-122.4321301
131255,145393,682662,Licensed,DEL,LaPetite Academy,6/6/1994,,2538484185,lpawpg@lpacorp.com,130,1 month to 12 years,1,144,Level 3,16028 GEM HEIGHTS DRIVE EAST,,,PUYALLUP,WA,98375,Pierce,Region 3 Southwest,47.109634,-122.308376
126576,148056,1084720,Licensed,DEL,Lapetite Academy,1/4/1991,,2538401093,kneigel@lapetite.com,129,1 month to 12 years,1,144,Level 3,1006 39TH AVENUE SE,,,PUYALLUP,WA,98374,Pierce,Region 3 Southwest,47.154522,-122.281285
205983,284323,972690,Licensed,DEL,LCC Head Start ECEAP Barnes,9/29/1998,2/27/2018,3605774235,emattison@lcc.ctc.edu,57,3 years to 5 years,36,60,Not Enrolled,401 Barnes Street,,,Kelso,WA,98626,Cowlitz,Region 3 Southwest,46.160203,-122.907868
1230181,58518,972687,Licensed,DEL,LCC Head Start ECEAP Castle Rock,9/1/2017,2/27/2018,3605015408,tmadsen@lcc.ctc.edu,38,3 years to 5 years,36,60,Not Participating,620 Roake Street,,,Castle Rock,WA,98611,Cowlitz,Region 3 Southwest,46.271776,-122.9046282
1230179,58768,972686,Licensed,DEL,LCC Head Start ECEAP Catlin,8/31/2017,2/27/2018,3605011577,emattison@lcc.ctc.edu,17,3 years to 5 years,36,60,Not Participating,404 Long Avenue,,,Kelso,WA,98626,Cowlitz,Region 3 Southwest,46.1489711,-122.91807
1230180,54923,972688,Licensed,DEL,LCC Head Start ECEAP Memorial Park Drive Ctr.,9/1/2017,2/27/2018,3605786751,khendrickson@lcc.ctc.edu,57,3 years to 5 years,36,60,Not Participating,3602 Memorial Park Drive,,,Longview,WA,98632,Cowlitz,Region 3 Southwest,46.1487486,-122.9827899
132634,284323,880679,Licensed,DEL,LCC Headstart/ECEAP,5/7/1992,,3604422800,mleasure@lcc.ctc.edu,157,3 years to 6 years,36,72,Level 4,1720 20th Ave,,,Longview,WA,98632,Cowlitz,Region 3 Southwest,46.1431548,-122.9418162
118431,924920,1029669,Licensed,DEL,LCC HOME & FAMILY,9/14/1999,,3604422890,mjackson@lcc.ctc.edu,80,1 month to 6 years 11 months,1,83,Level 4,1600 MAPLE,,,LONGVIEW,WA,98632,Cowlitz,Region 3 Southwest,46.142547,-122.937997
816106,500507,947781,Licensed,DEL,Leafling Preschool,4/28/2014,,4258036000,sdavanlou@gmail.com; leaflingpreschool@gmail.com,36,12 months to 13 years,12,156,"Participating, not yet rated",14216 132nd Ave. NE,,,Kirkland,WA,98034,King,Region 2 Northwest,47.7279866,-122.163472
769123,205727,828669,Licensed,DEL,Leahs School,4/21/2016,,2063226128,leahschool@comcast.net,34,15 months to 5 years,15,60,Not Enrolled,2563 W. Montlake PL E,,,Seattle,WA,98112,King,Region 4 South King Co,47.642831,-122.306185
1066317,940322,1029741,Licensed,DEL,Leap Ahead Child Development Center,7/1/2016,,5094538688,leapaheadcdc@gmail.com,121,1 month to 13 years,1,156,"Participating, not yet rated",641 N. Keys RD.,,,Yakima,WA,98901,Yakima,Region 2 Northwest,46.612729,-120.4663663
611989,908148,998694,Licensed,DEL,Leap N Learn Early Learning Center,7/18/2011,,5096984006,Karellm@aol.com,24,12 months to 6 years,12,72,"Participating, not yet rated",312 N Wenas Road,,,Selah,WA,98942,Yakima,Region 2 Northwest,46.6577,-120.526439
766015,285147,851682,Licensed,DEL,Leaps & Bounds Child Care & Early Learning,9/16/2013,,3604582273,leaping.bounds@yahoo.com,57,12 months to 12 years 11 months,12,155,Level 3,407 103rd Avenue NE,,,Yelm,WA,98597,Thurston,Region 3 Southwest,46.938502,-122.594006
294292,541897,1019745,Licensed,DEL,LEARNING ADVENTURES/GODDARD,9/6/2005,,3602532988,vancouverwa@goddardschools.com,135,1 month to 12 years,1,144,"Participating, not yet rated",3111 SE 192ND AVENUE,,,VANCOUVER,WA,98683,Clark,Region 3 Southwest,45.598254,-122.476384
7042,188470,837681,Licensed,DEL,Learning Avenues CCC,8/23/1990,,3606944411,dorene@learningavenues.com,55,2 years 6 months to 6 years 11 months,30,83,Level 4,5701 MACARTHUR BLVD.,,,Vancouver,WA,98661,Clark,Region 3 Southwest,45.622864,-122.612595
329283,182847,1012682,Licensed,DEL,LEARNING CARE C,8/18/2008,,5098542400,cassycardenas@yahoo.com,96,1 month to 13 years,1,156,"Participating, not yet rated",603 GRANGER AVE,,,GRANGER,WA,98932,Yakima,Region 1 Eastern,46.369303,-120.1987608
506954,336087,798738,Licensed,DEL,Learning Land CCC Kent Campus,4/16/2010,,2536307507,learningland@aol.com,80,1 month to 12 years,1,144,Level 3,12808 Kent Kangley Rd,,,Kent,WA,98030,King,Region 4 South King Co,47.360188,-122.17042
1148259,25259,1085669,Licensed,DEL,Learning Land Education Center - East,3/6/2017,,2538590527,llsherie@aol.com,28,3 years to 12 years,36,144,Not Enrolled,11424 SE 256TH ST,,,Kent,WA,98030,King,Region 4 South King Co,47.3727031,-122.1883486
1156181,4092,1024707,Licensed,DEL,Learning Land Education Center - West,3/3/2017,,2538590527,LLSherie@aol.com,61,1 month to 12 years,1,144,"Participating, not yet rated",11404 SE 256th St,,,Kent,WA,98030,King,Region 4 South King Co,47.3727651,-122.1890924
840261,468477,998693,Licensed,DEL,Learning Land Express Sunnyside LLC.,7/28/2014,,5098392300,gamboasm@yahoo.com,148,1 month to 13 years,1,156,Level 3,1650 Sheller Rd.,,,Sunnyside,WA,98944,Yakima,Region 1 Eastern,46.330992,-119.9986774
